City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
504,Semey,KZ,64.29,few clouds,50.4111,80.2275,Grand Hotel Semey
506,Hasaki,JP,75.6,overcast clouds,35.7333,140.8333,Inubosaki Kanko Hotel
508,Grand-Lahou,CI,75.09,light rain,5.1367,-5.0242,Hotel Beatitude de Grand Lahou
509,Vilyuysk,RU,64.62,light rain,63.7553,121.6247,Gostinitsa Viliuisk
510,Invermere,CA,87.37,scattered clouds,50.5167,-116.0354,Copper Point Resort
511,Itoman,JP,84.58,drizzle,26.1247,127.6694,Southern Beach Hotel & Resort Okinawa
512,Morondava,MG,71.58,clear sky,-20.2833,44.2833,La Case Bambou
513,Cheremukhovo,RU,60.84,overcast clouds,60.3484,59.9851,
515,Khandyga,RU,73.94,clear sky,62.6667,135.6,Apel'sin
516,Khatukay,RU,75.18,broken clouds,45.1889,39.6664,"Stk ""Pilot"""
517,Nanzhang,CN,80.87,scattered clouds,31.7765,111.8386,Longmenkezhan
518,Terney,RU,60.96,overcast clouds,45.0503,136.6092,"Hotel ""Ternay"""
520,Griffith,US,77.9,overcast clouds,41.5284,-87.4237,Apartment above Depot Bar
524,Wamba,NG,71.58,overcast clouds,8.9333,8.6,Roma Zee Guest House Annex
526,Marquette,US,81.84,scattered clouds,46.5333,-87.6335,Al Quaal Lodge
528,Great Yarmouth,GB,70.41,scattered clouds,52.6083,1.7305,Comfort Hotel Great Yarmouth
529,Mamboma,SL,72.86,light rain,8.0833,-11.6833,
532,Tiffin,US,73.6,overcast clouds,41.1145,-83.178,"Holiday Inn Express Tiffin, an IHG Hotel"
535,Betare Oya,CM,66.54,overcast clouds,5.6,14.0833,Auberge Tembina Betaré Oya
537,Gurupi,BR,84.83,clear sky,-11.7292,-49.0686,Via Norte Hotel
538,Cimislia,MD,64.54,clear sky,46.52,28.7842,Tabara El-Sadai
540,Baturaja,ID,72.32,broken clouds,-4.1333,104.1667,"HOTEL Sekar Sunja, Baturaja Timur, Ogan Komering Ulu"
541,Gagra,GE,68.92,broken clouds,43.3283,40.2239,Hotel KORSHIKOFF
542,Malumfashi,NG,70.74,overcast clouds,11.7853,7.6218,INFINITY CYBER CAFE MALUMFASHI
543,Pimentel,PE,70.09,clear sky,-6.8367,-79.9342,Hotel Puerto del Sol
544,Along,IN,74.82,overcast clouds,28.1667,94.7667,Hotel West
545,Poso,ID,76.19,moderate rain,-1.3959,120.7524,Hotel 77 Poso
546,Tual,ID,78.69,broken clouds,-5.6667,132.75,Grand Vilia Hotel
547,Nioki,CD,81.5,overcast clouds,-2.7167,17.6833,
548,Ternate,ID,78.66,moderate rain,0.8,127.4,Sahid Bela Ternate Hotel
550,Inongo,CD,71.89,overcast clouds,-1.95,18.2667,Hotel Du Lac
551,Kailua,US,84.18,broken clouds,21.4022,-157.7394,Sheffield House Bed & Breakfast
556,Sawakin,SD,88.56,few clouds,19.1059,37.3321,فندق الدويم
557,Sur,OM,85.68,light rain,22.5667,59.5289,Sur Plaza Hotel
559,Beaufort,MY,76.12,overcast clouds,5.3473,115.7455,The Gem Hotel Beaufort
561,Beira,MZ,68.52,broken clouds,-19.8436,34.8389,Beira Terrace Hotel
562,Quatre Cocos,MU,70.09,light rain,-20.2078,57.7625,Sunrise Attitude Hotel
563,Shaoxing,CN,82.35,overcast clouds,30.011,120.5715,Holiday Inn Shaoxing
564,Vallenar,CL,69.73,clear sky,-28.5708,-70.7581,Humacao Bed & Breakfast
566,Uthal,PK,83.39,moderate rain,25.8072,66.6219,Al-Mustafa Hotel
568,Hals,DK,61.0,overcast clouds,56.9961,10.3081,Hals Hotel
569,Alice Town,BS,83.91,overcast clouds,25.7167,-79.3,Bimini Big Game Club Resort & Marina
570,Machinga,MW,62.01,overcast clouds,-15.1685,35.3,
571,Longkou,CN,73.44,clear sky,37.6508,120.3286,Pai Hotel Yantai Longkou City Heping Road
573,Harwich,GB,68.97,scattered clouds,51.9419,1.2844,Premier Inn Harwich hotel
574,Manaure,CO,89.46,overcast clouds,11.7751,-72.4445,Hotel Palaaima
575,Saint-Joseph,RE,68.38,scattered clouds,-21.3667,55.6167,"""Plantation Bed and Breakfast"
576,Jining,CN,73.94,scattered clouds,35.405,116.5814,Yunhe Star Hotel
577,Cabedelo,BR,75.87,broken clouds,-6.9811,-34.8339,Pousada Camboinha
579,Bonavista,CA,65.3,broken clouds,48.6499,-53.1147,Sweet Sharons bnb
580,Lae,PG,74.07,overcast clouds,-6.7221,146.9847,Phils Hotel
583,Aitape,PG,75.96,few clouds,-3.1374,142.3475,
585,Burewala,PK,85.95,scattered clouds,30.1667,72.65,Siddique asi
587,Awbari,LY,84.13,clear sky,26.5921,12.7805,فندق أوباري
588,Nicoya,CR,83.12,overcast clouds,10.1483,-85.452,Las Cabinas Del Sueño
589,Nossa Senhora Das Dores,BR,67.5,clear sky,-10.4917,-37.1933,Anonimatu's
590,Salisbury,GB,70.68,light rain,51.0693,-1.7957,Mercure Salisbury White Hart Hotel
591,Kurchum,KZ,70.65,broken clouds,48.5722,83.6542,"""Kneda"" Hotel"
592,San Quintin,MX,74.59,clear sky,30.4833,-115.95,Don Eddie's Sport Fishing Center
594,Kazanskaya,RU,75.72,overcast clouds,45.4106,40.4361,Tikhiy Dvorik
595,Moose Factory,CA,87.8,scattered clouds,51.2585,-80.6094,Cree Village Eco Lodge
596,Andijon,UZ,81.68,clear sky,40.7821,72.3442,"Hotel ""Bog'ishamol"""
597,Phan Thiet,VN,76.95,overcast clouds,10.9333,108.1,Hotel Saigon-PT
599,Palmer,US,87.4,scattered clouds,42.1584,-72.3287,Wedgewood Motel
602,Mbandaka,CD,71.2,overcast clouds,0.0487,18.2603,Guest House Epervier
603,The Valley,AI,86.14,few clouds,18.217,-63.0578,CeBlue Villas & Beach Resort
606,Rosarito,MX,83.66,broken clouds,32.3333,-117.0333,Hotel Festival Plaza Rosarito
607,Coahuayana,MX,85.26,broken clouds,18.7333,-103.6833,El rranchito michuacan de ocampos
609,Chapleau,CA,80.69,broken clouds,47.8405,-83.4034,Nemegosenda Lake Lodge
610,Bondo,CD,70.48,moderate rain,3.8146,23.6866,
616,Kashi,CN,79.81,clear sky,39.4547,75.9797,帕米尔青年旅舍
620,Yarada,IN,80.92,mist,17.65,83.2667,Yarada Jungle Beach Resorts
621,Pangai,TO,77.11,few clouds,-19.8,-174.35,Ha'apai Beach Resort
622,Oriximina,BR,86.2,few clouds,-1.7656,-55.8661,Pousada Tia Amélia
624,Karratha,AU,64.81,light rain,-20.7377,116.8463,ibis Styles Karratha
625,Nurota,UZ,82.42,clear sky,40.5614,65.6886,Guest House Ruslan Nurata & Tours
626,Yaan,NG,74.89,overcast clouds,7.3833,8.5667,
628,Luganville,VU,78.69,broken clouds,-15.5333,167.1667,The Espiritu Hotel
629,Westport,US,85.62,clear sky,41.1415,-73.3579,The Westport Inn
630,Naliya,IN,81.27,few clouds,23.2667,68.8333,jadeja jayendrasinh
634,Nassau,US,85.66,few clouds,40.7507,-73.5829,Hilton Garden Inn Westbury
635,Bud,US,73.42,moderate rain,39.447,-86.1758,Ted McQuinn Trust
636,Nekrasovka,RU,66.22,moderate rain,48.3525,135.2325,
637,Smithers,CA,66.52,broken clouds,54.7804,-127.1743,"Prestige Hudson Bay Lodge, Premier Collection"
638,Voi,KE,66.78,scattered clouds,-3.3945,38.563,Voi Wildlife Lodge
639,Thinadhoo,MV,80.29,moderate rain,0.5333,72.9333,
641,Esfarayen,IR,76.66,clear sky,37.0765,57.5101,دفتر ازدواج 65 : سردفتر ابراهیم برغمدی
643,Podhum,BA,67.08,clear sky,43.7231,17.0011,"Gluvuše,Livno BiH"
647,Maluso,PH,78.03,overcast clouds,6.543,121.8753,
648,Cayenne,GF,86.04,scattered clouds,4.9333,-52.3333,Hôtel Le Dronmi
649,Petropavlovsk-Kamchatskiy,RU,64.99,clear sky,53.0452,158.6483,The Hotel Petropavlovsky
651,Utrecht,NL,70.07,broken clouds,52.0,5.25,Night Dijk
653,Curup,ID,67.46,broken clouds,-3.4667,102.5333,Ayi The Costel
654,Ushtobe,KZ,73.06,clear sky,45.2514,77.9838,"Gostinitsa ""Diyar"""
655,Waingapu,ID,72.25,few clouds,-9.6567,120.2641,Pondok Wisata Elim
656,Sechura,PE,74.3,clear sky,-5.5569,-80.8222,Hospedaje Costa Bella
657,Shimoda,JP,77.11,overcast clouds,34.6667,138.95,Shimoda Tokyu Hotel
658,Ewa Beach,US,84.15,broken clouds,21.3156,-158.0072,Base Lodging
659,Sorong,ID,76.98,overcast clouds,-0.8833,131.25,Waigo Splash Hotel
660,Trinidad,BO,78.62,scattered clouds,-14.8333,-64.9,Hotel Piesta
662,Greencastle,US,73.26,heavy intensity rain,39.6445,-86.8647,College Inn
663,San Juan,AR,61.59,clear sky,-31.5375,-68.5364,Hotel Provincial
665,Dhidhdhoo,MV,80.94,overcast clouds,6.8833,73.1,Dhidhoo beach
666,Huarmey,PE,66.51,clear sky,-10.0681,-78.1522,Hotel Miramar
667,Bolshaya Dzhalga,RU,77.13,few clouds,45.9695,42.6966,
668,Boende,CD,74.1,light rain,-0.2167,20.8667,
669,Gushikawa,JP,83.79,drizzle,26.3544,127.8686,Kirari Guest House
670,Kuching,MY,75.42,few clouds,1.55,110.3333,Hilton Kuching
671,Dinhata,IN,82.09,overcast clouds,26.1333,89.4667,Hotel Ganaraj And restrurent
672,Farafangana,MG,67.89,moderate rain,-22.8167,47.8333,Miarina
673,Kuldur,RU,63.03,scattered clouds,49.2167,131.6333,
674,Camopi,GF,76.37,overcast clouds,3.1655,-52.3158,La pousada
675,Dengfeng,CN,76.3,few clouds,34.4553,113.0281,Songshan Dihao Hotel
676,Quelimane,MZ,65.28,overcast clouds,-17.8786,36.8883,Hotel Flamingo
677,Wukari,NG,74.35,overcast clouds,7.85,9.7833,Elimtop
679,Yumen,CN,73.89,overcast clouds,40.2833,97.2,
680,Teknaf,BD,79.79,overcast clouds,20.8624,92.3058,Forestry Guesthouse
682,Lagos,NG,74.77,overcast clouds,6.5833,3.75,
684,Mont-Dore,NC,71.01,broken clouds,-22.2833,166.5833,GIte
685,Liverpool,GB,79.34,clear sky,53.4106,-2.9779,Premier Inn Liverpool City Centre (Moorfields) hotel
686,Srivardhan,IN,79.59,overcast clouds,18.0333,73.0167,Savli Resort/Hotel - Shrivardhan
687,Kamaishi,JP,72.27,scattered clouds,39.2667,141.8833,Hotel Route Inn Kamaishi
690,Grand Gaube,MU,70.2,light rain,-20.0064,57.6608,Veranda Paul et Virginie Hotel & Spa
691,Bandarbeyla,SO,76.32,clear sky,9.4942,50.8122,JABIR HOTEL
692,Havre-Saint-Pierre,CA,66.56,few clouds,50.2334,-63.5986,Auberge Niapiskau
694,Arai,JP,75.92,overcast clouds,37.0167,138.25,神の宮温泉 かわら亭
695,Foam Lake,CA,73.42,clear sky,51.65,-103.5343,Fishing Lake Lodge LTD
696,Cotonou,BJ,76.44,few clouds,6.3654,2.4183,Novotel Cotonou Orisha
